Name,Class,ManaCost,Attack,Health,Text
Hablaoscuro,12,5,3,6,<b>Grito de batalla:</b> Intercambia estadísticas con un esbirro amistoso.
Hablavientos,8,4,3,3,<b>Grito de batalla:</b> Otorga <b>Viento furioso</b> a un esbirro amistoso.
Hablavientos,8,4,3,3,<b>Grito de batalla:</b> Otorga <b>Viento furioso</b> a un esbirro amistoso.
Hablaárboles,2,5,4,4,<b>Grito de batalla: </b> Transforma a tus antárboles en ancestros 5/5.
Hacer un muñeco de nieve,4,3,-1,-1,Invoca un muñeco de nieve 3/3 que <b>congela</b>. Añade Hacer un bruto de nieve a tu mano.
Hacerse el muerto,3,1,-1,-1,Activa el <b>Último aliento</b> de un esbirro amistoso.
Hacha Tronaforjado,8,2,2,-1,<b>Sobrecarga:</b> (1)
Hacha Tronaforjado,8,2,2,-1,<b>Sobrecarga:</b> (1)
Hacha de escolta,10,4,3,-1,Después de que tu héroe ataque y mate a un esbirro, roba una carta.
Hacha de guerra Farraki,5,5,3,-1,<b>Arrasar:</b> Otorga +2/+2 a un esbirro de tu mano.
Hacha de guerra ígnea,10,2,3,-1,
Hacha de guerra ígnea,10,2,3,-1,
Hacha de guerra ígnea,10,2,3,-1,
Hacha de leñador,10,2,2,-1,<b>Último aliento:</b> Otorga +2/+1 a un esbirro amistoso aleatorio.
Hacha divisoria,8,4,3,-1,<b>Grito de batalla:</b> Invoca una copia de cada uno de tus tótems.
Hacha imbuida,10,3,2,-1,Después de que tu héroe ataque, otorga +1/+2 a tus esbirros dañados. <b>Imbuir ( ):</b> Otorga +2/+2 en su lugar.
Hachuela de piedra de afilar,10,1,1,-1,Después de que tu héroe ataque, otorga +1 p. de ataque a un esbirro que esté en tu mano.
Hachuela de rebanacabezas,3,2,2,-1,<b>Grito de batalla:</b> Si controlas una bestia, obtiene +1 p. de durabilidad.
Hada famosa,2,2,2,3,<b>Elige una:</b> Repone tu poder de héroe o la próxima cuesta (0) cristales.
Hadronox,2,9,3,7,<b>Último aliento:</b> Invoca a tus esbirros con <b>Provocar</b> que hayan muerto durante esta partida.
Hagatha la renombrada,8,5,4,4,<b>Grito de batalla:</b> Roba 2 hechizos que cuesten (5) cristales o más. Los transforma en babosas para que los lancen.
Hagatha, la Bruja,8,8,-1,30,<b>Grito de batalla:</b> Inflige 3 p. de daño a todos los esbirros.
Hakkar, el Cazador de Almas,12,10,9,6,<b>Último aliento:</b> Mete una Sangre corrupta en el mazo de cada jugador.
Halazzi, el lince,3,5,3,2,<b>Grito de batalla:</b> Llena tu mano de linces 1/1 con <b>Embestir</b>.
Halcón de fuego,12,3,1,3,<b>Grito de batalla:</b> Obtiene +1 p. de ataque por cada carta en la mano de tu oponente.
Halduron Alasol,3,3,3,4,<b>Grito de batalla:</b> Otorga <b>+1 p. de daño con hechizos</b> a todos los hechizos Arcanos de tu mano y de tu mazo.
Haleh el protectorado de la matrona,4,8,4,12,Después de que lances un hechizo, inflige 4 p. de daño que se dividen aleatoriamente entre todos los enemigos.
Halkias,7,4,5,4,<b>Sigilo</b> <b>Último aliento:</b> Almacena el alma de Halkias en el interior de un <b>secreto</b> amistoso. Vuelve a invocarlo cuando el secreto se activa.
Hallazeal el Ascendido,8,5,4,6,<b>+1 de daño con hechizos</b> Tus hechizos tienen <b>Robo de vida</b>.
Hallazeal el Ascendido,8,5,4,6,<b>+1 de daño con hechizos</b> Tus hechizos tienen <b>Robo de vida</b>.
Halveria Cuervoscuro,14,4,4,3,<b>Embestir</b> Después de que un esbirro amistoso con <b>Embestir</b> ataque, otorga +1 p. de ataque a tus esbirros.
Hanar joyero sombrío,7,2,1,4,Después de que juegues un <b>secreto</b>, <b>Descubre</b> un <b>secreto</b> de otra clase.
Harrison Jones,12,5,5,4,<b>Grito de batalla:</b> Destruye el arma de tu oponente y roba una cantidad de cartas equivalente a su durabilidad.
Harrison Jones,12,5,5,4,<b>Grito de batalla:</b> Destruye el arma de tu oponente y roba una cantidad de cartas equivalente a su durabilidad.
Hartazgo y hambruna,5,1,-1,-1,Otorga +3 p. de ataque a tu héroe este turno. <b>Sed de maná (4):</b> También <b>Robo de vida</b>.
Hasta el infinito y más allá,2,3,-1,-1,Roba dos dragones. Les otorga +1/+1.
Hasta los topes,8,7,-1,-1,Invoca a un esbirro aleatorio de coste 6, 5, 4 y 3. <b>Sobrecarga:</b> (2)
Haz de ciénaga,2,3,-1,-1,Inflige 3 p. de daño a un esbirro. Cuesta (0) cristales si tienes al menos 7 cristales de maná.
Haz ocular,14,3,-1,-1,<b>Robo de vida</b> Inflige 3 p. de daño a un esbirro. <b>Proscrito:</b> Este hechizo cuesta (1) cristal.
Haz ocular,14,3,-1,-1,<b>Robo de vida</b> Inflige 3 p. de daño a un esbirro. <b>Proscrito:</b> Este hechizo cuesta (1) cristal.
Haz prismático,5,8,-1,-1,Inflige 3 p. de daño a todos los esbirros enemigos. Cuesta (1) cristal menos por cada esbirro enemigo.
Hechicera barbárica,12,6,3,7,<b>Provocar</b> <b>Grito de batalla:</b> Intercambia el coste de un hechizo aleatorio de la mano de cada jugador.
Hechicera de la secta,4,2,3,2,<b>Daño con hechizos +1</b>. Cuando lanzas un hechizo, otorga a tu C'Thun +1/+1 <i>(dondequiera que esté).</i>
Hechicera encarcelada,12,3,3,4,<b>Grito de batalla:</b> Si controlas una <b>misión</b> o <b>cadena</b>, <b>Descubre</b> un hechizo.
Hechicera rabiosa,12,2,2,3,Tiene <b>+2 p. de daño con hechizos</b> mientras está dañada.
Hechicera resfriada,4,1,2,2,<b>Grito de batalla:</b> Reduce en (1) cristal el coste del hechizo de mayor coste de tu mano.
Hechicero dragonante,12,4,3,5,Cada vez que <b>tú</b> seleccionas como objetivo de un hechizo a este esbirro, obtiene +1/+1.
Hechizaria de cobalto,12,5,3,5,<b>Grito de batalla:</b> Añade dos hechizos de coste 1 de tu clase a tu mano.
Hedanis el Adonis,6,4,4,8,<b>Grito de batalla:</b> Inflige 4 p. de daño a este esbirro. <b>Sobrecuración:</b> Inflige 5 p. de daño a un enemigo aleatorio.
Hedra la Hereje,2,7,4,5,<b>Grito de batalla:</b> Por cada hechizo que hayas lanzado con esta carta en tu mano, invoca a un esbirro del coste de ese hechizo.
Helar,8,6,-1,-1,<b>Descubre</b> un esbirro de coste 8. Lo invoca y lo <b>congela</b>.
Helya,1,4,4,4,<b>Grito de batalla:</b> Mete las tres pestes en el mazo de tu oponente. Las pestes que robe en esta partida serán interminables.
Hematurga,1,2,2,3,<b>Grito de batalla:</b> Gasta un <b>cadáver</b> para <b>Descubrir</b> una carta de runa de sangre.
Hematurga,1,2,2,3,<b>Grito de batalla:</b> Gasta un <b>cadáver</b> para <b>Descubrir</b> una carta de runa de sangre.
Hemet Nesingwary,12,5,6,3,<b>Grito de batalla:</b> Destruye a una bestia.
Hemet tirador de gomaespuma,3,5,3,6,Después de que muera una bestia amistosa, obtienes una bestia <b>legendaria</b> aleatoria del pasado. Cuesta (2) cristales menos.
Hemet, cazador de la selva,12,6,6,6,<b>Grito de batalla:</b> Destruye todas las cartas de tu mazo que cuesten (3) cristales o menos.
Heraldo Bronce,5,3,3,2,<b>Último aliento:</b> Añade dos dragones 4/4 a tu mano.
Heraldo Volazj,6,6,5,5,<b>Grito de batalla:</b> Invoca una copia 1/1 de cada uno de tus otros esbirros.
Heraldo de Lokholar,12,4,3,5,<b>Grito de batalla:</b> Roba un hechizo de Escarcha.
Heraldo de la Luz,6,3,3,4,<b>Grito de batalla:</b> Si has lanzado un hechizo Sagrado con esta carta en tu mano, restaura 6 p. de salud a todos los personajes amistosos.
Heraldo de la Naturaleza,2,3,3,3,<b>Grito de batalla:</b> Si has lanzado un hechizo de Naturaleza con esta carta en la mano, otorga +1/+1 a tus otros esbirros.
Heraldo de las Sombras,9,3,4,2,<b>Grito de batalla:</b> Si has lanzado un hechizo de las Sombras con esta carta en tu mano, roba 2 p. de salud a un esbirro.
Heraldo de sangre,14,5,1,1,Cada vez que un esbirro amistoso muere mientras esta carta está en tu mano, obtiene +1/+1.
Heraldo del caos,14,3,3,4,<b>Robo de vida</b> <b>Grito de batalla:</b> Si has lanzado un hechizo Vil con esta carta en tu mano, obtiene <b>Embestir</b>.
Hermana Svalna,6,6,6,6,<b>Grito de batalla:</b> Añade de forma <i>permanente</i> una Visión de oscuridad a tu mano.
Herramientas de joyero,5,1,0,-1,Cuando un esbirro amistoso pierde <b>Escudo divino</b>, los esbirros de tu mano obtienen +1 /+1. Pierde 1 p. de durabilidad.
Herramientas de peletería,3,1,0,-1,Después de que mueran tres bestias amistosas, roba una bestia y le otorga +1/+1. Pierde 1 p. de durabilidad.
Herrera de los Baldíos,12,5,3,5,<b>Frenesí:</b> Otorga +2/+2 a tus otros esbirros.
Herrera maliciosa,12,5,4,6,Tu arma tiene +2 p. de ataque mientras este esbirro está dañado.
Herrera maliciosa,12,5,4,6,<b>Enfurecer:</b> Tu arma tiene+2 p. de ataque.
Herrero Arcano,12,4,3,2,<b>Grito de batalla:</b> Invoca a un esbirro 0/5 con <b>Provocar</b>.
Herrero de chatarra,10,3,2,4,<b>Provocar</b> <b>Grito de batalla:</b> Añade dos brutas 2/4 con <b>Provocar</b> a tu mano.
Hervor de sangre,1,5,-1,-1,<b>Robo de vida</b> Infecta a todos los esbirros enemigos. Al final de tus turnos, reciben 2 p. de daño.
Hidra Olamarga,12,5,8,8,Cada vez que este esbirro recibe daño, inflige 3 p. de daño a tu héroe.
Hidra de cueva,3,3,2,4,Al atacar, también daña a los esbirros adyacentes a su objetivo.
Hidra de pantano,2,7,7,7,<b>Embestir</b> Después de atacar, añade un esbirro aleatorio de coste 8 a tu mano.
Hidra fofa,12,3,2,4,<b>Último aliento:</b> Mete en tu mazo una copia de esta carta con el ataque y la salud duplicados permanentemente.
Hidralodón,3,7,5,5,<b>Colosal +2</b> <b>Grito de batalla:</b> Otorga <b>Embestir</b> a tus Cabezas de Hidralodón.
Hidróloga,5,2,2,2,<b>Grito de batalla:</b> <b>Descubre</b> y lanza un <b>secreto</b>.
Hiena Dentecenado,12,2,2,4,<b>Grito de batalla:</b> Inflige 3 p. de daño a tu héroe.
Hiena alfa,3,4,3,3,<b>Grito de batalla:</b> Si controlas un <b>secreto</b>, invoca a dos hienas 2/2.
Hiena carroñera,3,2,2,2,Obtiene +2/+1 cada vez que muere una bestia amistosa.
Hiena carroñera,3,2,2,2,Obtiene +2/+1 cada vez que muere una bestia amistosa.
Hierbadentada,7,2,1,2,<b>Combo:</b> Obtiene +1/+1 por cada otra carta que hayas jugado este turno.
Hija de las flores de verano,2,5,4,5,<b>Grito de batalla:</b> Roba 2 cartas que cuesten (6) cristales o más. <b>Desenlace:</b> Cuestan (1) cristal menos.
Hijo de Hodir,12,8,8,8,<b>Grito de batalla:</b> Añade cuatro gigantes 8/8 a tu mazo que se invocan al robarlos.
Hilos de desesperación,1,1,-1,-1,Otorga a todos los esbirros «<b>Último aliento:</b> Inflige 1 p. de daño a todos los esbirros».
Himno divino,6,2,-1,-1,Restaura 6 p. de salud a todos los personajes amistosos.
Hip hop armónico,7,2,-1,-1,Inflige 1 p. de daño. Otorga +3 p. de ataque a tu arma. <i>(Cambia cada turno).</i>
Hipogrifo,12,4,2,6,<b>Embestir</b>. <b>Provocar</b>.
Hipogrifo frenético,12,5,3,7,<b>Embestir</b> <b>Muerte con honor:</b> Obtiene <b>Viento furioso</b>.
Hir'eek, el murciélago,9,8,1,1,<b>Grito de batalla:</b> Llena tu tablero con copias de este esbirro.
Histeria,12,4,-1,-1,Elige a un esbirro enemigo. Ataca a esbirros aleatorios hasta que muere.
Histeria colectiva,6,5,-1,-1,Obliga a cada esbirro a atacar a otro esbirro aleatorio.
Historiadora Rencor Abisal,12,2,1,3,<b>Grito de batalla:</b> <b>Descubre</b> un dragón si hay un dragón en tu mano.
Historias de dragones,2,2,-1,-1,<b>Elige una:</b> Obtienes dos dragones aleatorios que cuestan (5) o menos; u obtienes dos que cuestan más de (5).
Hobart Martillazos,10,4,2,2,<b>Grito de batalla:</b> Si tienes un arma equipada, otorga +2/+2 a todos los esbirros que estén en tu mano y en tu mazo.
Hobart Martillazos,10,4,2,2,<b>Grito de batalla:</b> Si tienes un arma equipada, otorga +2/+2 a todos los esbirros que estén en tu mano y en tu mazo.
Hobgoblin,12,3,2,3,Cada vez que juegas un esbirro de 1 p. de ataque, le otorga +2/+2.
Hodir, padre de gigantes,3,8,8,8,<b>Grito de batalla:</b> Establece las estadísticas de los tres próximos esbirros que juegues en 8/8.
Hogger,12,6,4,4,Al final de tu turno, invoca a un gnoll 2/2 con <b>Provocar</b>.
Hogger,12,6,4,4,Al final de tu turno, invoca a un gnoll 2/2 con <b>Provocar</b>.
Hogger, Ruina de Elwynn,12,7,6,6,Cada vez que este esbirro recibe daño, invoca a un gnoll 2/2 con <b>Provocar</b>.
Hoja de C'Thun,7,7,4,4,<b>Grito de batalla:</b> Destruye a un esbirro. Añade su ataque y su salud a tu C'Thun <i>(dondequiera que esté).</i>
Hoja de C'Thun,7,7,4,4,<b>Grito de batalla:</b> Destruye a un esbirro. Añade su ataque y su salud a tu C'Thun <i>(dondequiera que esté)</i>.
Hoja de Perdición,7,3,2,-1,<b>Grito de batalla:</b> Inflige 1 p. de daño. <b>Combo:</b> Inflige 2 p. de daño.
Hoja de Perdición,7,3,2,-1,<b>Grito de batalla:</b> Inflige 1 p. de daño. <b>Combo:</b> Inflige 2 p. de daño.
Hoja de arrabio,10,1,1,-1,Cuando está en tu mano, se transforma en un arma nueva que cambia cada turno.
Hoja de asesino,7,4,2,-1,
Hoja de asesino,7,5,3,-1,
Hoja de la noche,12,5,4,4,<b>Grito de batalla: </b>Inflige 3 p. de daño al héroe enemigo.
Hoja de la noche,12,5,4,4,<b>Grito de batalla: </b>Inflige 3 p. de daño al héroe enemigo.
Hoja de las Sombras,7,3,3,-1,<b>Grito de batalla:</b> Tu héroe es <b>Inmune</b> este turno.
Hoja de nécrium,7,3,3,-1,<b>Último aliento:</b> Activa el <b>Último aliento</b> de un esbirro amistoso aleatorio.
Hoja de refuerzos,5,3,3,-1,<b>Grito de batalla:</b> Otorga +1/+1 a tus esbirros con <b>Escudo divino</b>.
Hoja de sombra invasora,6,4,-1,-1,Inflige 10 p. de daño a un esbirro enemigo. Guarda el sobrante en una botella de coste 1.
Hoja envenenada,7,2,1,-1,Tu poder de héroe otorga +1 p. de ataque a esta arma en lugar de reemplazarla.
Hoja envenenada,7,2,1,-1,Tu poder de héroe otorga +1 p. de ataque a esta arma en lugar de reemplazarla.
Hoja falsificada,7,4,4,-1,<b>Grito de batalla:</b> Obtienes una copia de un esbirro amistoso con <b>Último aliento</b> aleatorio que haya muerto en esta partida.
Hoja misteriosa,5,2,2,-1,<b>Grito de batalla:</b> Si controlas un <b>secreto</b>, obtiene +1 p. de ataque.
Hoja mácula Illidari,14,4,5,3,<b>Embestir</b> <b>Proscrito:</b> Obtiene <b>Inmune</b> este turno.
Hoja rebotadora,10,2,-1,-1,Inflige 1 p. de daño a un esbirro aleatorio. Esto se repite hasta que un esbirro muere.
Hoja rebotadora,10,2,-1,-1,Inflige 1 p. de daño a un esbirro aleatorio. Esto se repite hasta que un esbirro muere.
Hojafaca monumental,12,3,4,8,No puede atacar.
Hojahechizo violeta,12,4,1,6,<b>Grito de batalla:</b> Obtiene +1 p. de ataque por cada hechizo de tu mano.
Hojas de guerra Aldrachi,14,3,2,-1,<b>Robo de vida</b>
Hojas de guerra Aldrachi,14,3,2,-1,<b>Robo de vida</b>
Holomántico,12,5,3,3,Cuando tu oponente juega un esbirro, invoca una copia 1/1 del mismo.
Holotécnico,4,3,3,4,Después de que cualquier esbirro reciba 1 p. de daño exacto, lo destruye.
Hombre de armas,10,2,2,3,<b>Grito de batalla:</b> Si tienes un arma equipada, obtiene +1/+1.
Homunculus encarcelado,6,1,2,5,En <b>Letargo</b> durante 2 turnos. <b>Provocar</b>.
Homunculus vulgar,9,2,2,4,<b>Provocar</b> <b>Grito de batalla:</b> Inflige 2 p. de daño a tu héroe.
Hora de comer,9,4,-1,-1,Inflige 3 p. de daño a un esbirro. Invoca a tres pterrordáctilos 1/1 y los <b>adapta</b>.
Hora de las brujas,2,3,-1,-1,Invoca a una bestia amistosa aleatoria que haya muerto durante esta partida.
Horizonte viviente,5,10,4,6,<b>Provocar</b>, <b>Escudo divino</b> Cuesta (1) cristal menos por cada carta adicional que tengas en tu mano.
Hornera de pan de especias,12,4,3,2,<b>Grito de batalla:</b> Restaura a tu héroe la salud equivalente al número de cartas de tu mano.
Horrocrusto cobalto,12,5,5,5,Al final de tu turno, otorga +3 p. de ataque a otro esbirro amistoso aleatorio.
Horror ciclópeo,12,4,3,3,<b>Provocar</b>. <b>Grito de batalla:</b> Obtiene +1 p. de salud por cada esbirro enemigo.
Horror de tumba,6,12,7,8,<b>Provocar</b> Cuesta (1) cristal menos por cada hechizo que hayas lanzado en esta partida.
Horror encarcelado,9,9,5,5,Cuesta (1) cristal menos por cada daño que hayas recibido durante tus turnos esta partida.
Horror maligno,1,4,2,4,<b>Renacer</b> Al final de tu turno, gasta 4 <b>cadáveres</b> para invocar una copia de este esbirro.
Horror musgoso,12,6,2,7,<b>Grito de batalla:</b> Destruye a todos los demás esbirros con 2 p. de ataque o menos.
Horror sinuoso,12,2,2,1,<b>Grito de batalla:</b> Otorga +1/+1 a los esbirros adyacentes.
Horror tétrico,12,8,6,10,
Horror ur'zul,14,1,2,1,<b>Último aliento:</b> Añade un alma perdida 2/1 a tu mano.
Huargen enfurecido,12,3,3,3,Tiene +1 p. de ataque y <b>Viento furioso</b> mientras está dañado.
Huargen enfurecido,12,3,3,3,<b>Enfurecer</b> <b>Viento furioso</b> +1 p. de ataque.
Huargen rabiosa,10,3,3,3,<b>Embestir</b>
Huargen rebelde,12,4,6,5,
Huargen rebelde,12,4,6,5,
Huargen retorcido,12,2,3,1,<b>Sigilo</b>
Huevo cromático,12,5,0,3,<b>Grito de batalla:</b> <b>Descubre</b> un dragón, que saldrá del huevo (oculto). <b>Último aliento:</b> ¡Eclosiona!
Huevo de araña ósea,9,2,0,2,<b>Último aliento:</b> Invoca a dos arañas 2/1. Si descartas a este esbirro, activa su <b>Último aliento</b>.
Huevo de demosaurio,12,3,0,3,<b>Último aliento:</b> Invoca a un demosaurio 5/5.
Huevo de dragón,12,1,0,2,Cada vez que este esbirro recibe daño, invoca a una cría 2/1.
Huevo de dragón de fangal,12,1,0,3,<b>Último aliento:</b> Añade un dragón aleatorio a tu mano.
Huevo de escarabajo,12,2,0,2,<b>Último aliento:</b> Invoca tres escarabajos 1/1.
Huevo de serpiente,12,2,0,3,<b>Último aliento:</b> Invoca a una serpiente 3/4.
Huevo fétido,12,1,0,2,<b>Último aliento:</b> Invoca un pollo no-muerto 3/3.
Huevo nerubiano,12,2,0,2,<b>Último aliento:</b> Invoca un nerubiano 4/4.
Huevo nerubiano,12,2,0,2,<b>Último aliento:</b> Invoca un nerubiano 4/4.
Huevo rúnico,12,1,0,2,<b>Último aliento:</b> Roba una carta.
Huevo sorpresa,3,5,0,3,<b>Miniaturizar</b> <b>Último aliento:</b> Obtienes una copia de una bestia aleatoria de tu mazo. Cuesta (5) cristales menos.
Huida temeraria,7,1,-1,-1,Devuelve a todos los esbirros amistosos a tu mano.
Humildad,5,1,-1,-1,Cambia el ataque de un esbirro a 1 p.
Humildad,5,1,-1,-1,Cambia el ataque de un esbirro a 1 p.
Héroe caído,4,2,3,2,Tu poder de héroe inflige 1 p. de daño extra.
Idolatría,6,1,0,-1,Tu poder de héroe cuesta (0) cristales. Después de que lo uses, pierde 1 p. de durabilidad.
Ignición,4,2,-1,-1,Inflige p. de daño. Mete una copia de Ignición en tu mazo que inflige 1 p. más de daño.
Ignis, la Llama Eterna,12,4,2,4,<b>Grito de batalla:</b> Si has <b>Forjado</b> una carta en esta partida, crea un arma personalizada.
Ignoto baqueteado,10,3,2,2,<b>Grito de batalla:</b> Se transforma en una copia de un esbirro dañado.
Ignoto coronado de llamas,8,4,7,7,<b>Sobrecarga:</b> (2)
Igualdad,5,2,-1,-1,Cambia la salud de todos los esbirros a 1 p.
Igualdad,5,2,-1,-1,Cambia la salud de todos los esbirros a 1 p.
Igualdad,5,2,-1,-1,Cambia la salud de todos los esbirros a 1 p.
Il'gynoth,14,4,2,6,<b>Robo de vida</b> Tu <b>Robo de vida</b> inflige daño al héroe enemigo en lugar de sanarte a ti.
Illidan Tempestira,12,6,7,5,Cada vez que juegas una carta, invoca una llama de Azzinoth 2/1.
Iluminadora,12,3,2,4,Si controlas un <b>secreto</b>, al final de tu turno, restaura 4 p. de salud a tu héroe.
Iluminar,6,0,-1,-1,<b>Draga</b>. Si es un hechizo, reduce su coste en (3) cristales.
Ilusionista Violeta,12,3,4,3,Durante tu turno, tu héroe es <b>Inmune</b>.
Ilusionista de la Plaga,7,4,4,4,<b>Último aliento:</b> Añade a tu mano una copia 4/4 de otro esbirro de tu mazo con <b>Último aliento</b>. Cuesta (4) cristales menos.
Ilusionista del Loto,8,4,3,5,Después de que este esbirro ataque a un héroe, se transforma en un esbirro aleatorio de coste 6.
Ilusionista kóbold,7,5,3,3,<b>Último aliento:</b> Invoca una copia 1/1 de un esbirro de tu mano.
Impertinente malvado,12,4,5,4,<b>Provocar</b>
Imponer la ley,5,2,-1,-1,<b>Comerciable</b> Cambia el ataque y la salud de un esbirro a 1. <b>Robo rápido:</b> A continuación, inflígele 1 p. de daño.
